id;Date;Renewable Generation [GWh];Energy Source
2707;23/01/2021 13:00;0.64;Geothermal
2708;23/01/2021 13:00;3.93;Hydro
2709;23/01/2021 13:00;4.60;Photovoltaic
2710;23/01/2021 13:00;7.12;Wind
2711;23/01/2021 14:00;1.83;Biomass
2712;23/01/2021 14:00;0.64;Geothermal
2713;23/01/2021 14:00;3.82;Hydro
2714;23/01/2021 14:00;4.36;Photovoltaic
2715;23/01/2021 14:00;7.55;Wind
2716;23/01/2021 15:00;1.89;Biomass
2717;23/01/2021 15:00;0.64;Geothermal
2718;23/01/2021 15:00;3.83;Hydro
2719;23/01/2021 15:00;2.57;Photovoltaic
2720;23/01/2021 15:00;7.56;Wind
2721;23/01/2021 16:00;2.10;Biomass
2722;23/01/2021 16:00;0.64;Geothermal
2723;23/01/2021 16:00;4.69;Hydro
2724;23/01/2021 16:00;0.77;Photovoltaic
2725;23/01/2021 16:00;7.46;Wind
2726;23/01/2021 17:00;2.20;Biomass
2727;23/01/2021 17:00;0.64;Geothermal
2728;23/01/2021 17:00;6.91;Hydro
2729;23/01/2021 17:00;0.00;Photovoltaic
2730;23/01/2021 17:00;6.94;Wind
2731;23/01/2021 18:00;2.22;Biomass
2732;23/01/2021 18:00;0.64;Geothermal
2733;23/01/2021 18:00;8.05;Hydro
2734;23/01/2021 18:00;0.00;Photovoltaic
2735;23/01/2021 18:00;6.42;Wind
2736;23/01/2021 19:00;2.28;Biomass
2737;23/01/2021 19:00;0.64;Geothermal
2738;23/01/2021 19:00;7.92;Hydro
2739;23/01/2021 19:00;0.00;Photovoltaic
2740;23/01/2021 19:00;6.49;Wind
2741;23/01/2021 20:00;2.18;Biomass
2742;23/01/2021 20:00;0.64;Geothermal
2743;23/01/2021 20:00;6.12;Hydro
2744;23/01/2021 20:00;0.00;Photovoltaic
2745;23/01/2021 20:00;7.06;Wind
2746;23/01/2021 21:00;2.11;Biomass
2747;23/01/2021 21:00;0.64;Geothermal
2748;23/01/2021 21:00;5.06;Hydro
2749;23/01/2021 21:00;0.00;Photovoltaic
2750;23/01/2021 21:00;6.87;Wind
2751;23/01/2021 22:00;1.99;Biomass
2752;23/01/2021 22:00;0.64;Geothermal
2753;23/01/2021 22:00;4.64;Hydro
2754;23/01/2021 22:00;0.00;Photovoltaic
2755;23/01/2021 22:00;6.95;Wind
2756;23/01/2021 23:00;1.87;Biomass
2757;23/01/2021 23:00;0.64;Geothermal
2758;23/01/2021 23:00;4.13;Hydro
2759;23/01/2021 23:00;0.00;Photovoltaic
2760;23/01/2021 23:00;6.69;Wind
2761;24/01/2021 00:00;1.72;Biomass
2762;24/01/2021 00:00;0.64;Geothermal
2763;24/01/2021 00:00;3.75;Hydro
2764;24/01/2021 00:00;0.00;Photovoltaic
2765;24/01/2021 00:00;6.03;Wind
2766;24/01/2021 01:00;1.63;Biomass
2767;24/01/2021 01:00;0.64;Geothermal
2768;24/01/2021 01:00;3.53;Hydro
2769;24/01/2021 01:00;0.00;Photovoltaic
2770;24/01/2021 01:00;5.48;Wind
2771;24/01/2021 02:00;1.60;Biomass
2772;24/01/2021 02:00;0.64;Geothermal
2773;24/01/2021 02:00;3.55;Hydro
2774;24/01/2021 02:00;0.00;Photovoltaic
2775;24/01/2021 02:00;4.85;Wind
2776;24/01/2021 03:00;1.55;Biomass
2777;24/01/2021 03:00;0.64;Geothermal
2778;24/01/2021 03:00;3.38;Hydro
2779;24/01/2021 03:00;0.00;Photovoltaic
2780;24/01/2021 03:00;4.54;Wind
2781;24/01/2021 04:00;1.53;Biomass
2782;24/01/2021 04:00;0.64;Geothermal
2783;24/01/2021 04:00;3.48;Hydro
2784;24/01/2021 04:00;0.00;Photovoltaic
2785;24/01/2021 04:00;4.43;Wind
2786;24/01/2021 05:00;1.56;Biomass
2787;24/01/2021 05:00;0.64;Geothermal
2788;24/01/2021 05:00;3.49;Hydro
2789;24/01/2021 05:00;0.00;Photovoltaic
2790;24/01/2021 05:00;4.19;Wind
2791;24/01/2021 06:00;1.63;Biomass
2792;24/01/2021 06:00;0.64;Geothermal
2793;24/01/2021 06:00;3.59;Hydro
2794;24/01/2021 06:00;0.00;Photovoltaic
2795;24/01/2021 06:00;4.79;Wind
2796;24/01/2021 07:00;1.68;Biomass
2797;24/01/2021 07:00;0.64;Geothermal
2798;24/01/2021 07:00;3.73;Hydro
2799;24/01/2021 07:00;0.01;Photovoltaic
2800;24/01/2021 07:00;5.06;Wind
2801;24/01/2021 08:00;1.79;Biomass
2802;24/01/2021 08:00;0.64;Geothermal
2803;24/01/2021 08:00;4.39;Hydro
2804;24/01/2021 08:00;0.23;Photovoltaic
2805;24/01/2021 08:00;5.20;Wind
2806;24/01/2021 09:00;1.86;Biomass
2807;24/01/2021 09:00;0.64;Geothermal
2808;24/01/2021 09:00;4.71;Hydro
2809;24/01/2021 09:00;0.87;Photovoltaic
2810;24/01/2021 09:00;5.72;Wind
2811;24/01/2021 10:00;1.90;Biomass
2812;24/01/2021 10:00;0.64;Geothermal
2813;24/01/2021 10:00;4.79;Hydro
2814;24/01/2021 10:00;1.58;Photovoltaic
2815;24/01/2021 10:00;6.39;Wind
2816;24/01/2021 11:00;1.91;Biomass
2817;24/01/2021 11:00;0.64;Geothermal
2818;24/01/2021 11:00;4.45;Hydro
2819;24/01/2021 11:00;2.44;Photovoltaic
2820;24/01/2021 11:00;6.53;Wind
2821;24/01/2021 12:00;1.89;Biomass
2822;24/01/2021 12:00;0.64;Geothermal
2823;24/01/2021 12:00;4.36;Hydro
2824;24/01/2021 12:00;2.63;Photovoltaic
2825;24/01/2021 12:00;7.10;Wind
2826;24/01/2021 13:00;1.82;Biomass
2827;24/01/2021 13:00;0.64;Geothermal
2828;24/01/2021 13:00;3.91;Hydro
2829;24/01/2021 13:00;3.53;Photovoltaic
2830;24/01/2021 13:00;7.34;Wind
2831;24/01/2021 14:00;1.81;Biomass
2832;24/01/2021 14:00;0.64;Geothermal
2833;24/01/2021 14:00;3.88;Hydro
2834;24/01/2021 14:00;3.20;Photovoltaic
2835;24/01/2021 14:00;7.16;Wind
2836;24/01/2021 15:00;1.76;Biomass
2837;24/01/2021 15:00;0.64;Geothermal
2838;24/01/2021 15:00;3.95;Hydro
2839;24/01/2021 15:00;2.43;Photovoltaic
2840;24/01/2021 15:00;7.11;Wind
2841;24/01/2021 16:00;1.83;Biomass
2842;24/01/2021 16:00;0.64;Geothermal
2843;24/01/2021 16:00;4.63;Hydro
2844;24/01/2021 16:00;0.74;Photovoltaic
2845;24/01/2021 16:00;7.18;Wind
2846;24/01/2021 17:00;1.94;Biomass
2847;24/01/2021 17:00;0.64;Geothermal
2848;24/01/2021 17:00;5.76;Hydro
2849;24/01/2021 17:00;0.01;Photovoltaic
2850;24/01/2021 17:00;7.39;Wind
2851;24/01/2021 18:00;1.94;Biomass
2852;24/01/2021 18:00;0.64;Geothermal
2853;24/01/2021 18:00;7.43;Hydro
2854;24/01/2021 18:00;0.00;Photovoltaic
2855;24/01/2021 18:00;7.47;Wind
2856;24/01/2021 19:00;1.99;Biomass
2857;24/01/2021 19:00;0.64;Geothermal
2858;24/01/2021 19:00;7.07;Hydro
2859;24/01/2021 19:00;0.00;Photovoltaic
2860;24/01/2021 19:00;7.01;Wind
2861;24/01/2021 20:00;1.97;Biomass
2862;24/01/2021 20:00;0.64;Geothermal
2863;24/01/2021 20:00;6.38;Hydro
2864;24/01/2021 20:00;0.00;Photovoltaic
2865;24/01/2021 20:00;6.16;Wind
2866;24/01/2021 21:00;1.89;Biomass
2867;24/01/2021 21:00;0.64;Geothermal
2868;24/01/2021 21:00;4.83;Hydro
2869;24/01/2021 21:00;0.00;Photovoltaic
2870;24/01/2021 21:00;5.36;Wind
2871;24/01/2021 22:00;1.75;Biomass
2872;24/01/2021 22:00;0.64;Geothermal
2873;24/01/2021 22:00;4.46;Hydro
2874;24/01/2021 22:00;0.00;Photovoltaic
2875;24/01/2021 22:00;5.22;Wind
2876;24/01/2021 23:00;1.58;Biomass
2877;24/01/2021 23:00;0.64;Geothermal
2878;24/01/2021 23:00;4.23;Hydro
2879;24/01/2021 23:00;0.00;Photovoltaic
2880;24/01/2021 23:00;5.17;Wind
2881;25/01/2021 00:00;1.49;Biomass
2882;25/01/2021 00:00;0.64;Geothermal
2883;25/01/2021 00:00;3.87;Hydro
2884;25/01/2021 00:00;0.00;Photovoltaic
2885;25/01/2021 00:00;4.82;Wind
2886;25/01/2021 01:00;1.46;Biomass
2887;25/01/2021 01:00;0.64;Geothermal
2888;25/01/2021 01:00;3.63;Hydro
2889;25/01/2021 01:00;0.00;Photovoltaic
2890;25/01/2021 01:00;4.58;Wind
2891;25/01/2021 02:00;1.50;Biomass
2892;25/01/2021 02:00;0.64;Geothermal
2893;25/01/2021 02:00;3.50;Hydro
2894;25/01/2021 02:00;0.00;Photovoltaic
2895;25/01/2021 02:00;4.36;Wind
2896;25/01/2021 03:00;1.46;Biomass
2897;25/01/2021 03:00;0.64;Geothermal
2898;25/01/2021 03:00;3.50;Hydro
2899;25/01/2021 03:00;0.00;Photovoltaic
2900;25/01/2021 03:00;3.84;Wind
2901;25/01/2021 04:00;1.51;Biomass
2902;25/01/2021 04:00;0.64;Geothermal
2903;25/01/2021 04:00;3.64;Hydro
2904;25/01/2021 04:00;0.00;Photovoltaic
2905;25/01/2021 04:00;3.84;Wind
2906;25/01/2021 05:00;1.65;Biomass
2907;25/01/2021 05:00;0.64;Geothermal
2908;25/01/2021 05:00;3.50;Hydro
2909;25/01/2021 05:00;0.00;Photovoltaic
2910;25/01/2021 05:00;4.27;Wind
2911;25/01/2021 06:00;1.95;Biomass
2912;25/01/2021 06:00;0.64;Geothermal
2913;25/01/2021 06:00;4.63;Hydro
2914;25/01/2021 06:00;0.00;Photovoltaic
2915;25/01/2021 06:00;4.88;Wind
2916;25/01/2021 07:00;2.31;Biomass
2917;25/01/2021 07:00;0.64;Geothermal
2918;25/01/2021 07:00;6.70;Hydro
2919;25/01/2021 07:00;0.12;Photovoltaic
2920;25/01/2021 07:00;5.07;Wind
2921;25/01/2021 08:00;2.43;Biomass
2922;25/01/2021 08:00;0.63;Geothermal
2923;25/01/2021 08:00;7.86;Hydro
2924;25/01/2021 08:00;1.04;Photovoltaic
2925;25/01/2021 08:00;5.12;Wind
2926;25/01/2021 09:00;2.48;Biomass
2927;25/01/2021 09:00;0.63;Geothermal
2928;25/01/2021 09:00;8.14;Hydro
2929;25/01/2021 09:00;2.34;Photovoltaic
2930;25/01/2021 09:00;5.33;Wind
2931;25/01/2021 10:00;2.40;Biomass
2932;25/01/2021 10:00;0.63;Geothermal
2933;25/01/2021 10:00;7.15;Hydro
2934;25/01/2021 10:00;3.85;Photovoltaic
2935;25/01/2021 10:00;5.69;Wind
2936;25/01/2021 11:00;2.37;Biomass
2937;25/01/2021 11:00;0.63;Geothermal
2938;25/01/2021 11:00;6.78;Hydro
2939;25/01/2021 11:00;4.89;Photovoltaic
2940;25/01/2021 11:00;6.11;Wind
2941;25/01/2021 12:00;2.33;Biomass
2942;25/01/2021 12:00;0.63;Geothermal
2943;25/01/2021 12:00;6.01;Hydro
2944;25/01/2021 12:00;5.10;Photovoltaic
2945;25/01/2021 12:00;6.59;Wind
2946;25/01/2021 13:00;2.32;Biomass
2947;25/01/2021 13:00;0.63;Geothermal
2948;25/01/2021 13:00;5.49;Hydro
2949;25/01/2021 13:00;4.89;Photovoltaic
2950;25/01/2021 13:00;6.67;Wind
2951;25/01/2021 14:00;2.39;Biomass
2952;25/01/2021 14:00;0.64;Geothermal
2953;25/01/2021 14:00;5.54;Hydro
2954;25/01/2021 14:00;4.23;Photovoltaic
2955;25/01/2021 14:00;6.95;Wind
2956;25/01/2021 15:00;2.44;Biomass
2957;25/01/2021 15:00;0.64;Geothermal
2958;25/01/2021 15:00;6.46;Hydro
2959;25/01/2021 15:00;2.34;Photovoltaic
2960;25/01/2021 15:00;7.27;Wind
2961;25/01/2021 16:00;2.44;Biomass
2962;25/01/2021 16:00;0.64;Geothermal
2963;25/01/2021 16:00;7.28;Hydro
2964;25/01/2021 16:00;0.52;Photovoltaic
2965;25/01/2021 16:00;7.11;Wind
2966;25/01/2021 17:00;2.49;Biomass
2967;25/01/2021 17:00;0.64;Geothermal
2968;25/01/2021 17:00;8.00;Hydro
2969;25/01/2021 17:00;0.00;Photovoltaic
2970;25/01/2021 17:00;6.69;Wind
2971;25/01/2021 18:00;2.51;Biomass
2972;25/01/2021 18:00;0.64;Geothermal
2973;25/01/2021 18:00;8.57;Hydro
2974;25/01/2021 18:00;0.00;Photovoltaic
2975;25/01/2021 18:00;6.47;Wind
2976;25/01/2021 19:00;2.52;Biomass
2977;25/01/2021 19:00;0.64;Geothermal
2978;25/01/2021 19:00;8.87;Hydro
2979;25/01/2021 19:00;0.00;Photovoltaic
2980;25/01/2021 19:00;6.65;Wind
2981;25/01/2021 20:00;2.49;Biomass
2982;25/01/2021 20:00;0.63;Geothermal
2983;25/01/2021 20:00;6.92;Hydro
2984;25/01/2021 20:00;0.00;Photovoltaic
2985;25/01/2021 20:00;6.44;Wind
2986;25/01/2021 21:00;2.34;Biomass
2987;25/01/2021 21:00;0.63;Geothermal
2988;25/01/2021 21:00;6.02;Hydro
2989;25/01/2021 21:00;0.00;Photovoltaic
2990;25/01/2021 21:00;6.04;Wind
2991;25/01/2021 22:00;2.17;Biomass
2992;25/01/2021 22:00;0.63;Geothermal
2993;25/01/2021 22:00;4.73;Hydro
2994;25/01/2021 22:00;0.00;Photovoltaic
2995;25/01/2021 22:00;5.39;Wind
2996;25/01/2021 23:00;1.98;Biomass
2997;25/01/2021 23:00;0.63;Geothermal
2998;25/01/2021 23:00;4.64;Hydro
2999;25/01/2021 23:00;0.00;Photovoltaic
3000;25/01/2021 23:00;4.42;Wind
3001;26/01/2021 00:00;1.76;Biomass
3002;26/01/2021 00:00;0.63;Geothermal
3003;26/01/2021 00:00;4.19;Hydro
3004;26/01/2021 00:00;0.00;Photovoltaic
3005;26/01/2021 00:00;3.78;Wind
3006;26/01/2021 01:00;1.68;Biomass
3007;26/01/2021 01:00;0.63;Geothermal
3008;26/01/2021 01:00;3.77;Hydro
3009;26/01/2021 01:00;0.00;Photovoltaic
3010;26/01/2021 01:00;3.79;Wind
3011;26/01/2021 02:00;1.65;Biomass
3012;26/01/2021 02:00;0.63;Geothermal
3013;26/01/2021 02:00;3.50;Hydro
3014;26/01/2021 02:00;0.00;Photovoltaic
3015;26/01/2021 02:00;4.00;Wind
3016;26/01/2021 03:00;1.65;Biomass
3017;26/01/2021 03:00;0.63;Geothermal
3018;26/01/2021 03:00;3.38;Hydro
3019;26/01/2021 03:00;0.00;Photovoltaic
3020;26/01/2021 03:00;3.81;Wind
3021;26/01/2021 04:00;1.72;Biomass
3022;26/01/2021 04:00;0.63;Geothermal
3023;26/01/2021 04:00;3.37;Hydro
3024;26/01/2021 04:00;0.00;Photovoltaic
3025;26/01/2021 04:00;3.85;Wind
3026;26/01/2021 05:00;1.87;Biomass
3027;26/01/2021 05:00;0.63;Geothermal
3028;26/01/2021 05:00;3.50;Hydro
3029;26/01/2021 05:00;0.00;Photovoltaic
3030;26/01/2021 05:00;4.31;Wind
3031;26/01/2021 06:00;2.27;Biomass
3032;26/01/2021 06:00;0.63;Geothermal
3033;26/01/2021 06:00;4.42;Hydro
3034;26/01/2021 06:00;0.00;Photovoltaic
3035;26/01/2021 06:00;4.59;Wind
3036;26/01/2021 07:00;2.51;Biomass
3037;26/01/2021 07:00;0.60;Geothermal
3038;26/01/2021 07:00;6.39;Hydro
3039;26/01/2021 07:00;0.04;Photovoltaic
3040;26/01/2021 07:00;5.08;Wind
3041;26/01/2021 08:00;2.56;Biomass
3042;26/01/2021 08:00;0.60;Geothermal
3043;26/01/2021 08:00;7.93;Hydro
3044;26/01/2021 08:00;1.43;Photovoltaic
3045;26/01/2021 08:00;5.55;Wind
3046;26/01/2021 09:00;2.59;Biomass
3047;26/01/2021 09:00;0.60;Geothermal
3048;26/01/2021 09:00;8.12;Hydro
3049;26/01/2021 09:00;5.38;Photovoltaic
3050;26/01/2021 09:00;5.84;Wind
3051;26/01/2021 10:00;2.54;Biomass
3052;26/01/2021 10:00;0.60;Geothermal
3053;26/01/2021 10:00;7.09;Hydro
3054;26/01/2021 10:00;8.64;Photovoltaic
3055;26/01/2021 10:00;6.16;Wind
3056;26/01/2021 11:00;2.50;Biomass
3057;26/01/2021 11:00;0.59;Geothermal
3058;26/01/2021 11:00;6.70;Hydro
3059;26/01/2021 11:00;10.11;Photovoltaic
3060;26/01/2021 11:00;6.26;Wind
3061;26/01/2021 12:00;2.50;Biomass
3062;26/01/2021 12:00;0.60;Geothermal
3063;26/01/2021 12:00;5.89;Hydro
3064;26/01/2021 12:00;10.40;Photovoltaic
3065;26/01/2021 12:00;6.84;Wind
3066;26/01/2021 13:00;2.50;Biomass
3067;26/01/2021 13:00;0.60;Geothermal
3068;26/01/2021 13:00;5.68;Hydro
3069;26/01/2021 13:00;10.21;Photovoltaic
3070;26/01/2021 13:00;6.91;Wind
3071;26/01/2021 14:00;2.48;Biomass
3072;26/01/2021 14:00;0.60;Geothermal
3073;26/01/2021 14:00;5.61;Hydro
3074;26/01/2021 14:00;8.71;Photovoltaic
3075;26/01/2021 14:00;6.60;Wind
3076;26/01/2021 15:00;2.54;Biomass
3077;26/01/2021 15:00;0.60;Geothermal
3078;26/01/2021 15:00;5.64;Hydro
3079;26/01/2021 15:00;5.33;Photovoltaic
3080;26/01/2021 15:00;6.30;Wind
3081;26/01/2021 16:00;2.62;Biomass
3082;26/01/2021 16:00;0.62;Geothermal
3083;26/01/2021 16:00;6.63;Hydro
3084;26/01/2021 16:00;1.24;Photovoltaic
3085;26/01/2021 16:00;6.77;Wind
3086;26/01/2021 17:00;2.70;Biomass
3087;26/01/2021 17:00;0.64;Geothermal
3088;26/01/2021 17:00;8.14;Hydro
3089;26/01/2021 17:00;0.01;Photovoltaic
3090;26/01/2021 17:00;6.15;Wind
3091;26/01/2021 18:00;2.70;Biomass
3092;26/01/2021 18:00;0.63;Geothermal
3093;26/01/2021 18:00;9.58;Hydro
3094;26/01/2021 18:00;0.00;Photovoltaic
3095;26/01/2021 18:00;6.16;Wind
3096;26/01/2021 19:00;2.67;Biomass
3097;26/01/2021 19:00;0.63;Geothermal
3098;26/01/2021 19:00;8.93;Hydro
3099;26/01/2021 19:00;0.00;Photovoltaic
3100;26/01/2021 19:00;5.81;Wind
3101;26/01/2021 20:00;2.57;Biomass
3102;26/01/2021 20:00;0.63;Geothermal
3103;26/01/2021 20:00;6.52;Hydro
3104;26/01/2021 20:00;0.00;Photovoltaic
3105;26/01/2021 20:00;5.51;Wind
3106;26/01/2021 21:00;2.47;Biomass
3107;26/01/2021 21:00;0.63;Geothermal
3108;26/01/2021 21:00;5.77;Hydro
3109;26/01/2021 21:00;0.00;Photovoltaic
3110;26/01/2021 21:00;5.30;Wind
3111;26/01/2021 22:00;2.20;Biomass
3112;26/01/2021 22:00;0.63;Geothermal
3113;26/01/2021 22:00;4.44;Hydro
3114;26/01/2021 22:00;0.00;Photovoltaic
3115;26/01/2021 22:00;5.00;Wind
3116;26/01/2021 23:00;2.03;Biomass
3117;26/01/2021 23:00;0.63;Geothermal
3118;26/01/2021 23:00;4.20;Hydro
3119;26/01/2021 23:00;0.00;Photovoltaic
3120;26/01/2021 23:00;4.75;Wind
3121;27/01/2021 00:00;1.90;Biomass
3122;27/01/2021 00:00;0.63;Geothermal
3123;27/01/2021 00:00;3.60;Hydro
3124;27/01/2021 00:00;0.00;Photovoltaic
3125;27/01/2021 00:00;4.52;Wind
3126;27/01/2021 01:00;1.86;Biomass
3127;27/01/2021 01:00;0.63;Geothermal
3128;27/01/2021 01:00;3.44;Hydro
3129;27/01/2021 01:00;0.00;Photovoltaic
3130;27/01/2021 01:00;4.43;Wind
3131;27/01/2021 02:00;1.84;Biomass
3132;27/01/2021 02:00;0.63;Geothermal
3133;27/01/2021 02:00;3.24;Hydro
3134;27/01/2021 02:00;0.00;Photovoltaic
3135;27/01/2021 02:00;3.95;Wind
3136;27/01/2021 03:00;1.80;Biomass
3137;27/01/2021 03:00;0.63;Geothermal
3138;27/01/2021 03:00;3.25;Hydro
3139;27/01/2021 03:00;0.00;Photovoltaic
3140;27/01/2021 03:00;3.61;Wind
3141;27/01/2021 04:00;1.84;Biomass
3142;27/01/2021 04:00;0.63;Geothermal
3143;27/01/2021 04:00;3.21;Hydro
3144;27/01/2021 04:00;0.00;Photovoltaic
3145;27/01/2021 04:00;3.48;Wind
3146;27/01/2021 05:00;1.97;Biomass
3147;27/01/2021 05:00;0.63;Geothermal
3148;27/01/2021 05:00;3.44;Hydro
3149;27/01/2021 05:00;0.00;Photovoltaic
3150;27/01/2021 05:00;2.93;Wind
3151;27/01/2021 06:00;2.28;Biomass
3152;27/01/2021 06:00;0.63;Geothermal
3153;27/01/2021 06:00;4.42;Hydro
3154;27/01/2021 06:00;0.00;Photovoltaic
3155;27/01/2021 06:00;2.79;Wind
3156;27/01/2021 07:00;2.59;Biomass
3157;27/01/2021 07:00;0.63;Geothermal
3158;27/01/2021 07:00;6.03;Hydro
3159;27/01/2021 07:00;0.15;Photovoltaic
3160;27/01/2021 07:00;2.63;Wind
3161;27/01/2021 08:00;2.59;Biomass
3162;27/01/2021 08:00;0.63;Geothermal
3163;27/01/2021 08:00;7.31;Hydro
3164;27/01/2021 08:00;1.80;Photovoltaic
3165;27/01/2021 08:00;2.45;Wind
3166;27/01/2021 09:00;2.61;Biomass
3167;27/01/2021 09:00;0.62;Geothermal
3168;27/01/2021 09:00;7.54;Hydro
3169;27/01/2021 09:00;4.36;Photovoltaic
3170;27/01/2021 09:00;2.27;Wind
3171;27/01/2021 10:00;2.62;Biomass
3172;27/01/2021 10:00;0.63;Geothermal
3173;27/01/2021 10:00;6.79;Hydro
3174;27/01/2021 10:00;6.44;Photovoltaic
3175;27/01/2021 10:00;2.26;Wind
3176;27/01/2021 11:00;2.64;Biomass
3177;27/01/2021 11:00;0.62;Geothermal
3178;27/01/2021 11:00;6.06;Hydro
3179;27/01/2021 11:00;7.23;Photovoltaic
3180;27/01/2021 11:00;2.35;Wind
3181;27/01/2021 12:00;2.57;Biomass
3182;27/01/2021 12:00;0.63;Geothermal
3183;27/01/2021 12:00;5.53;Hydro
3184;27/01/2021 12:00;7.43;Photovoltaic
3185;27/01/2021 12:00;2.20;Wind
3186;27/01/2021 13:00;2.61;Biomass
3187;27/01/2021 13:00;0.63;Geothermal
3188;27/01/2021 13:00;5.08;Hydro
3189;27/01/2021 13:00;6.42;Photovoltaic
3190;27/01/2021 13:00;2.01;Wind
3191;27/01/2021 14:00;2.63;Biomass
3192;27/01/2021 14:00;0.63;Geothermal
3193;27/01/2021 14:00;5.32;Hydro
3194;27/01/2021 14:00;4.74;Photovoltaic
3195;27/01/2021 14:00;1.83;Wind
3196;27/01/2021 15:00;2.67;Biomass
3197;27/01/2021 15:00;0.63;Geothermal
3198;27/01/2021 15:00;5.97;Hydro
3199;27/01/2021 15:00;2.56;Photovoltaic
3200;27/01/2021 15:00;1.48;Wind
3201;27/01/2021 16:00;2.72;Biomass
3202;27/01/2021 16:00;0.63;Geothermal
3203;27/01/2021 16:00;6.79;Hydro
3204;27/01/2021 16:00;0.57;Photovoltaic
3205;27/01/2021 16:00;1.24;Wind
3206;27/01/2021 17:00;2.68;Biomass
3207;27/01/2021 17:00;0.63;Geothermal
3208;27/01/2021 17:00;7.96;Hydro
3209;27/01/2021 17:00;0.00;Photovoltaic
3210;27/01/2021 17:00;1.17;Wind
3211;27/01/2021 18:00;2.68;Biomass
3212;27/01/2021 18:00;0.63;Geothermal
3213;27/01/2021 18:00;8.52;Hydro
3214;27/01/2021 18:00;0.00;Photovoltaic
3215;27/01/2021 18:00;1.16;Wind
3216;27/01/2021 19:00;2.64;Biomass
3217;27/01/2021 19:00;0.63;Geothermal
3218;27/01/2021 19:00;9.16;Hydro
3219;27/01/2021 19:00;0.00;Photovoltaic
3220;27/01/2021 19:00;1.13;Wind
3221;27/01/2021 20:00;2.53;Biomass
3222;27/01/2021 20:00;0.63;Geothermal
3223;27/01/2021 20:00;6.62;Hydro
3224;27/01/2021 20:00;0.00;Photovoltaic
3225;27/01/2021 20:00;1.03;Wind
3226;27/01/2021 21:00;2.34;Biomass
3227;27/01/2021 21:00;0.63;Geothermal
3228;27/01/2021 21:00;5.84;Hydro
3229;27/01/2021 21:00;0.00;Photovoltaic
3230;27/01/2021 21:00;0.94;Wind
3231;27/01/2021 22:00;2.14;Biomass
3232;27/01/2021 22:00;0.63;Geothermal
3233;27/01/2021 22:00;4.35;Hydro
3234;27/01/2021 22:00;0.00;Photovoltaic
3235;27/01/2021 22:00;0.94;Wind
3236;27/01/2021 23:00;1.99;Biomass
3237;27/01/2021 23:00;0.63;Geothermal
3238;27/01/2021 23:00;3.95;Hydro
3239;27/01/2021 23:00;0.00;Photovoltaic
3240;27/01/2021 23:00;0.84;Wind
3241;28/01/2021 00:00;1.81;Biomass
3242;28/01/2021 00:00;0.63;Geothermal
3243;28/01/2021 00:00;3.45;Hydro
3244;28/01/2021 00:00;0.00;Photovoltaic
3245;28/01/2021 00:00;0.76;Wind
3246;28/01/2021 01:00;1.63;Biomass
3247;28/01/2021 01:00;0.64;Geothermal
3248;28/01/2021 01:00;3.39;Hydro
3249;28/01/2021 01:00;0.00;Photovoltaic
3250;28/01/2021 01:00;0.72;Wind
3251;28/01/2021 02:00;1.59;Biomass
3252;28/01/2021 02:00;0.64;Geothermal
3253;28/01/2021 02:00;3.18;Hydro
3254;28/01/2021 02:00;0.00;Photovoltaic
3255;28/01/2021 02:00;0.84;Wind
3256;28/01/2021 03:00;1.58;Biomass
3257;28/01/2021 03:00;0.63;Geothermal
3258;28/01/2021 03:00;3.18;Hydro
3259;28/01/2021 03:00;0.00;Photovoltaic
3260;28/01/2021 03:00;0.89;Wind
3261;28/01/2021 04:00;1.61;Biomass
3262;28/01/2021 04:00;0.63;Geothermal
3263;28/01/2021 04:00;3.30;Hydro
3264;28/01/2021 04:00;0.00;Photovoltaic
3265;28/01/2021 04:00;1.06;Wind
3266;28/01/2021 05:00;1.72;Biomass
3267;28/01/2021 05:00;0.63;Geothermal
3268;28/01/2021 05:00;3.47;Hydro
3269;28/01/2021 05:00;0.00;Photovoltaic
3270;28/01/2021 05:00;1.19;Wind
3271;28/01/2021 06:00;2.10;Biomass
3272;28/01/2021 06:00;0.63;Geothermal
3273;28/01/2021 06:00;4.75;Hydro
3274;28/01/2021 06:00;0.00;Photovoltaic
3275;28/01/2021 06:00;1.19;Wind
3276;28/01/2021 07:00;2.40;Biomass
3277;28/01/2021 07:00;0.63;Geothermal
3278;28/01/2021 07:00;7.48;Hydro
3279;28/01/2021 07:00;0.21;Photovoltaic
3280;28/01/2021 07:00;1.19;Wind
3281;28/01/2021 08:00;2.45;Biomass
3282;28/01/2021 08:00;0.63;Geothermal
3283;28/01/2021 08:00;8.82;Hydro
3284;28/01/2021 08:00;2.15;Photovoltaic
3285;28/01/2021 08:00;1.14;Wind
3286;28/01/2021 09:00;2.46;Biomass
3287;28/01/2021 09:00;0.63;Geothermal
3288;28/01/2021 09:00;8.83;Hydro
3289;28/01/2021 09:00;5.34;Photovoltaic
3290;28/01/2021 09:00;1.08;Wind
3291;28/01/2021 10:00;2.40;Biomass
3292;28/01/2021 10:00;0.63;Geothermal
3293;28/01/2021 10:00;7.60;Hydro
3294;28/01/2021 10:00;6.65;Photovoltaic
3295;28/01/2021 10:00;1.25;Wind
3296;28/01/2021 11:00;2.43;Biomass
3297;28/01/2021 11:00;0.63;Geothermal
3298;28/01/2021 11:00;6.75;Hydro
