"","Biomass","Geothermal","Hydro","Photovoltaic","Wind","date"
"1326",1.69583333333333,0.65625,4.79791666666667,3.89375,0.400416666666667,2019-08-18
"1327",1.97166666666667,0.655416666666667,5.76958333333333,3.86,0.289583333333333,2019-08-19
"1328",2.12458333333333,0.652916666666667,5.69041666666667,3.70166666666667,0.355416666666667,2019-08-20
"1329",2.16041666666667,0.646666666666667,5.99625,3.58125,0.354166666666667,2019-08-21
"1330",2.16708333333333,0.649166666666667,5.89916666666667,3.10041666666667,0.652083333333333,2019-08-22
"1331",2.12625,0.65125,5.81708333333333,2.74208333333333,1.18458333333333,2019-08-23
"1332",1.98208333333333,0.653333333333333,5.18166666666667,3.25625,0.730833333333333,2019-08-24
"1333",1.95208333333333,0.65375,4.75875,3.69416666666667,0.53625,2019-08-25
"1334",2.38333333333333,0.649583333333333,6.365,3.54583333333333,0.394166666666667,2019-08-26
"1335",2.56375,0.64375,6.78708333333333,3.51291666666667,0.385416666666667,2019-08-27
"1336",2.72458333333333,0.64125,6.86333333333333,2.64583333333333,0.435833333333333,2019-08-28
"1337",2.77416666666667,0.645416666666667,6.15041666666667,3.28,0.44875,2019-08-29
"1338",2.80041666666667,0.645416666666667,5.92041666666667,3.40458333333333,0.44625,2019-08-30
"1339",2.22083333333333,0.64,5.28541666666667,3.19291666666667,0.464583333333333,2019-08-31
"1340",1.92625,0.653333333333333,5.23583333333333,2.98666666666667,0.345416666666667,2019-09-01
"1341",2.39041666666667,0.653333333333333,6.42125,2.55125,0.403333333333333,2019-09-02
"1342",2.40541666666667,0.656666666666667,5.49083333333333,3.22541666666667,2.01125,2019-09-03
"1343",2.2875,0.6625,5.20958333333333,3.485,2.52666666666667,2019-09-04
"1344",2.44541666666667,0.661666666666667,5.61291666666667,3.34625,0.811666666666667,2019-09-05
"1345",2.41541666666667,0.662083333333333,5.8,2.3525,1.26041666666667,2019-09-06
"1346",1.82208333333333,0.661666666666667,4.64,3.3,1.20875,2019-09-07
"1347",1.55125,0.665,4.39,2.81958333333333,2.18666666666667,2019-09-08
"1348",2.10833333333333,0.66375,5.6175,3.64916666666667,2.53083333333333,2019-09-09
"1349",2.30958333333333,0.65375,5.675,3.01625,0.879166666666667,2019-09-10
"1350",2.30875,0.65875,5.33,3.42291666666667,1.37583333333333,2019-09-11
"1351",2.31625,0.657916666666667,5.37916666666667,3.70416666666667,2.35083333333333,2019-09-12
"1352",2.36416666666667,0.659166666666667,4.95,3.70208333333333,3.00958333333333,2019-09-13
"1353",1.70583333333333,0.655416666666667,4.09958333333333,3.61791666666667,2.23791666666667,2019-09-14
"1354",1.56166666666667,0.654166666666667,4.11916666666667,3.2775,1.04,2019-09-15
"1355",2.09458333333333,0.647083333333333,5.715,3.43375,0.2925,2019-09-16
"1356",2.14708333333333,0.645416666666667,5.56125,3.24416666666667,0.945,2019-09-17
"1357",2.19583333333333,0.64375,6.14625,2.60916666666667,0.913333333333333,2019-09-18
"1358",2.23291666666667,0.6425,6.0025,1.97166666666667,1.00666666666667,2019-09-19
"1359",2.01958333333333,0.6525,4.81958333333333,3.14875,2.93458333333333,2019-09-20
"1360",1.59041666666667,0.655416666666667,3.54541666666667,3.425,1.38958333333333,2019-09-21
"1361",1.56083333333333,0.645833333333333,3.35375,1.38125,1.44375,2019-09-22
"1362",1.89,0.64375,5.5925,1.83458333333333,3.32541666666667,2019-09-23
"1363",2.06291666666667,0.641666666666667,5.18875,3.145,2.42791666666667,2019-09-24
"1364",2.18666666666667,0.65,5.19708333333333,2.49875,2.23,2019-09-25
"1365",2.10375,0.621666666666667,4.65375,2.76375,2.02666666666667,2019-09-26
"1366",2.0875,0.64875,5.13041666666667,2.78333333333333,0.71625,2019-09-27
"1367",1.76333333333333,0.642916666666667,3.61916666666667,2.91166666666667,1.61583333333333,2019-09-28
"1368",1.575,0.65,2.55958333333333,3.16,1.40166666666667,2019-09-29
"1369",1.84375,0.640833333333333,4.33666666666667,3.11916666666667,2.69458333333333,2019-09-30
"1370",2.12333333333333,0.613333333333333,4.95,2.75291666666667,0.670833333333333,2019-10-01
"1371",2.04666666666667,0.621666666666667,4.74291666666667,2.29958333333333,3.0375,2019-10-02
"1372",2.09041666666667,0.631666666666667,3.91,2.2925,2.77,2019-10-03
"1373",1.98416666666667,0.645,4.91583333333333,2.89666666666667,3.85791666666667,2019-10-04
"1374",1.76041666666667,0.654583333333333,2.45666666666667,2.82208333333333,2.50166666666667,2019-10-05
"1375",1.62416666666667,0.658333333333333,2.13,2.45125,1.30333333333333,2019-10-06
"1376",1.97875,0.6575,3.68458333333333,2.0375,2.56666666666667,2019-10-07
"1377",2.10083333333333,0.66375,4.45666666666667,3.09666666666667,3.3225,2019-10-08
"1378",2.33583333333333,0.66375,3.47041666666667,2.30583333333333,1.62541666666667,2019-10-09
"1379",2.31791666666667,0.65875,3.33541666666667,2.44833333333333,1.87416666666667,2019-10-10
